user_id,user_type,core_scene,channel,register_date,is_new_user
U100111,竞技玩家,日常闲聊,内容平台,2026-08-30,0
U100112,竞技玩家,连败,朋友推荐,2026-07-10,0
U100113,新手玩家,连败,应用商店,2026-08-31,0
U100114,休闲玩家,卡关,社交媒体,2026-09-05,0
U100115,新手玩家,连败,内容平台,2026-05-30,0
U100116,竞技玩家,连败,朋友推荐,2026-08-29,0
U100117,新手玩家,开黑组队,社交媒体,2026-09-21,1
U100118,新手玩家,连败,应用商店,2026-07-04,0
U100119,休闲玩家,连败,朋友推荐,2026-07-07,0
U100120,竞技玩家,连败,内容平台,2026-05-28,0
U100121,竞技玩家,日常闲聊,搜索引擎,2026-09-05,0
U100122,竞技玩家,上分冲分,应用商店,2026-09-18,1
U100123,休闲玩家,开黑组队,内容平台,2026-08-24,0
U100124,回归玩家,攻略查询,社交媒体,2026-05-29,0
U100125,回归玩家,连败,搜索引擎,2026-09-07,0
U100126,休闲玩家,上分冲分,朋友推荐,2026-09-02,0
U100127,休闲玩家,日常闲聊,内容平台,2026-08-07,0
U100128,竞技玩家,卡关,搜索引擎,2026-08-20,0
U100129,竞技玩家,攻略查询,内容平台,2026-06-01,0
U100130,新手玩家,卡关,社交媒体,2026-08-27,0
U100131,休闲玩家,攻略查询,社交媒体,2026-08-30,0
U100132,休闲玩家,日常闲聊,社交媒体,2026-07-13,0
U100133,休闲玩家,连败,应用商店,2026-09-16,1
U100134,回归玩家,日常闲聊,应用商店,2026-09-14,1
U100135,休闲玩家,连败,内容平台,2026-06-17,0
U100136,竞技玩家,攻略查询,搜索引擎,2026-09-21,1
U100137,回归玩家,卡关,朋友推荐,2026-09-13,1
U100138,休闲玩家,卡关,社交媒体,2026-07-11,0
U100139,新手玩家,攻略查询,应用商店,2026-08-18,0
U100140,竞技玩家,攻略查询,应用商店,2026-06-20,0
U100141,新手玩家,攻略查询,内容平台,2026-06-14,0
U100142,竞技玩家,连败,搜索引擎,2026-08-23,0
U100143,竞技玩家,上分冲分,社交媒体,2026-08-23,0
U100144,休闲玩家,攻略查询,内容平台,2026-09-14,1
U100145,休闲玩家,日常闲聊,内容平台,2026-08-10,0
U100146,新手玩家,开黑组队,内容平台,2026-07-16,0
U100147,回归玩家,连败,搜索引擎,2026-08-18,0
U100148,回归玩家,连败,搜索引擎,2026-06-19,0
U100149,休闲玩家,连败,朋友推荐,2026-07-06,0
U100150,竞技玩家,卡关,内容平台,2026-07-12,0
U100151,竞技玩家,连败,朋友推荐,2026-07-05,0
U100152,休闲玩家,上分冲分,应用商店,2026-08-22,0
U100153,回归玩家,连败,内容平台,2026-07-18,0
U100154,竞技玩家,上分冲分,朋友推荐,2026-06-24,0
U100155,休闲玩家,卡关,搜索引擎,2026-09-16,1
U100156,新手玩家,连败,内容平台,2026-08-03,0
U100157,休闲玩家,卡关,搜索引擎,2026-08-19,0
U100158,竞技玩家,上分冲分,社交媒体,2026-07-19,0
U100159,竞技玩家,日常闲聊,内容平台,2026-07-14,0
U100160,竞技玩家,日常闲聊,社交媒体,2026-06-12,0
U100161,新手玩家,日常闲聊,搜索引擎,2026-07-29,0
U100162,新手玩家,日常闲聊,内容平台,2026-09-22,1
U100163,竞技玩家,连败,应用商店,2026-07-24,0
U100164,新手玩家,卡关,应用商店,2026-07-26,0
U100165,新手玩家,上分冲分,搜索引擎,2026-07-22,0
U100166,竞技玩家,卡关,社交媒体,2026-06-17,0
U100167,新手玩家,连败,应用商店,2026-07-29,0
U100168,回归玩家,攻略查询,应用商店,2026-07-07,0
U100169,休闲玩家,日常闲聊,朋友推荐,2026-06-23,0
U100170,休闲玩家,卡关,内容平台,2026-06-18,0
U100171,新手玩家,开黑组队,社交媒体,2026-07-07,0
U100172,休闲玩家,日常闲聊,朋友推荐,2026-08-05,0
U100173,竞技玩家,开黑组队,应用商店,2026-08-17,0
U100174,休闲玩家,开黑组队,应用商店,2026-05-27,0
U100175,回归玩家,攻略查询,搜索引擎,2026-07-29,0
U100176,休闲玩家,攻略查询,朋友推荐,2026-08-16,0
U100177,休闲玩家,连败,内容平台,2026-09-17,1
U100178,竞技玩家,卡关,搜索引擎,2026-06-20,0
U100179,回归玩家,连败,朋友推荐,2026-06-03,0
U100180,休闲玩家,上分冲分,搜索引擎,2026-06-25,0
U100181,回归玩家,连败,内容平台,2026-09-10,1
U100182,竞技玩家,日常闲聊,应用商店,2026-08-31,0
U100183,竞技玩家,连败,社交媒体,2026-08-30,0
U100184,竞技玩家,开黑组队,应用商店,2026-06-18,0
U100185,休闲玩家,连败,应用商店,2026-09-06,0
U100186,新手玩家,攻略查询,应用商店,2026-08-26,0
U100187,休闲玩家,连败,应用商店,2026-09-15,1
U100188,休闲玩家,上分冲分,应用商店,2026-06-20,0
U100189,回归玩家,连败,搜索引擎,2026-06-21,0
U100190,竞技玩家,开黑组队,朋友推荐,2026-06-22,0
U100191,回归玩家,开黑组队,内容平台,2026-06-11,0
U100192,休闲玩家,日常闲聊,社交媒体,2026-06-25,0
U100193,竞技玩家,开黑组队,应用商店,2026-07-02,0
U100194,竞技玩家,上分冲分,内容平台,2026-07-14,0
U100195,回归玩家,攻略查询,搜索引擎,2026-07-03,0
U100196,竞技玩家,卡关,应用商店,2026-06-29,0
U100197,竞技玩家,上分冲分,内容平台,2026-07-10,0
U100198,休闲玩家,连败,应用商店,2026-07-04,0
U100199,竞技玩家,连败,应用商店,2026-07-03,0
U100200,新手玩家,攻略查询,搜索引擎,2026-09-07,0
U100201,回归玩家,连败,朋友推荐,2026-05-31,0
U100202,回归玩家,卡关,内容平台,2026-07-28,0
U100203,新手玩家,连败,社交媒体,2026-06-17,0
U100204,休闲玩家,开黑组队,搜索引擎,2026-05-30,0
U100205,休闲玩家,攻略查询,应用商店,2026-07-28,0
U100206,回归玩家,攻略查询,社交媒体,2026-08-13,0
U100207,新手玩家,日常闲聊,内容平台,2026-07-07,0
U100208,竞技玩家,卡关,应用商店,2026-08-16,0
U100209,竞技玩家,开黑组队,应用商店,2026-06-16,0
U100210,回归玩家,卡关,朋友推荐,2026-07-13,0
U100211,休闲玩家,连败,社交媒体,2026-08-16,0
U100212,新手玩家,连败,社交媒体,2026-08-21,0
U100213,回归玩家,上分冲分,应用商店,2026-06-27,0
U100214,休闲玩家,日常闲聊,应用商店,2026-08-20,0
U100215,新手玩家,攻略查询,社交媒体,2026-08-23,0
U100216,新手玩家,上分冲分,应用商店,2026-07-28,0
U100217,休闲玩家,日常闲聊,社交媒体,2026-07-19,0
U100218,回归玩家,攻略查询,社交媒体,2026-07-30,0
U100219,竞技玩家,连败,社交媒体,2026-08-13,0
U100220,新手玩家,卡关,社交媒体,2026-09-04,0
U100221,竞技玩家,攻略查询,搜索引擎,2026-06-08,0
U100222,回归玩家,开黑组队,社交媒体,2026-06-28,0
U100223,回归玩家,卡关,应用商店,2026-09-18,1
U100224,竞技玩家,上分冲分,内容平台,2026-06-24,0
U100225,回归玩家,连败,朋友推荐,2026-08-22,0
U100226,新手玩家,连败,社交媒体,2026-07-01,0
U100227,新手玩家,上分冲分,朋友推荐,2026-07-30,0
U100228,新手玩家,日常闲聊,搜索引擎,2026-06-26,0
U100229,回归玩家,连败,社交媒体,2026-07-21,0
U100230,休闲玩家,上分冲分,朋友推荐,2026-07-10,0
U100231,回归玩家,卡关,应用商店,2026-06-06,0
U100232,休闲玩家,开黑组队,社交媒体,2026-06-09,0
U100233,回归玩家,上分冲分,社交媒体,2026-08-29,0
U100234,新手玩家,卡关,内容平台,2026-08-19,0
U100235,休闲玩家,日常闲聊,应用商店,2026-06-11,0
U100236,竞技玩家,攻略查询,社交媒体,2026-06-13,0
U100237,竞技玩家,连败,朋友推荐,2026-08-26,0
U100238,休闲玩家,连败,应用商店,2026-07-01,0
U100239,竞技玩家,上分冲分,内容平台,2026-08-03,0
U100240,竞技玩家,上分冲分,内容平台,2026-09-03,0
U100241,竞技玩家,连败,内容平台,2026-09-14,1
U100242,竞技玩家,攻略查询,应用商店,2026-07-20,0
U100243,休闲玩家,上分冲分,应用商店,2026-08-08,0
U100244,休闲玩家,连败,应用商店,2026-08-06,0
U100245,竞技玩家,上分冲分,朋友推荐,2026-05-27,0
U100246,回归玩家,开黑组队,社交媒体,2026-08-12,0
U100247,竞技玩家,连败,社交媒体,2026-06-16,0
U100248,休闲玩家,日常闲聊,社交媒体,2026-06-13,0
U100249,竞技玩家,卡关,社交媒体,2026-06-14,0
U100250,新手玩家,上分冲分,社交媒体,2026-07-03,0
U100251,休闲玩家,卡关,应用商店,2026-08-09,0
U100252,新手玩家,攻略查询,朋友推荐,2026-07-30,0
U100253,休闲玩家,上分冲分,应用商店,2026-07-09,0
U100254,休闲玩家,日常闲聊,内容平台,2026-06-15,0
U100255,休闲玩家,连败,内容平台,2026-08-31,0
U100256,竞技玩家,连败,应用商店,2026-06-07,0
U100257,回归玩家,日常闲聊,社交媒体,2026-07-25,0
U100258,新手玩家,日常闲聊,应用商店,2026-07-20,0
U100259,竞技玩家,上分冲分,社交媒体,2026-07-23,0
U100260,竞技玩家,攻略查询,应用商店,2026-08-15,0
U100261,休闲玩家,上分冲分,内容平台,2026-09-22,1
U100262,休闲玩家,上分冲分,应用商店,2026-08-06,0
U100263,新手玩家,攻略查询,社交媒体,2026-06-23,0
U100264,新手玩家,上分冲分,搜索引擎,2026-06-25,0
U100265,回归玩家,开黑组队,社交媒体,2026-06-02,0
U100266,新手玩家,卡关,社交媒体,2026-09-20,1
U100267,竞技玩家,上分冲分,朋友推荐,2026-08-28,0
U100268,回归玩家,卡关,应用商店,2026-06-07,0
U100269,竞技玩家,开黑组队,应用商店,2026-07-03,0
U100270,休闲玩家,卡关,社交媒体,2026-08-27,0
U100271,新手玩家,上分冲分,朋友推荐,2026-08-18,0
U100272,竞技玩家,上分冲分,社交媒体,2026-06-27,0
U100273,回归玩家,连败,应用商店,2026-06-21,0
U100274,竞技玩家,连败,应用商店,2026-07-19,0
U100275,休闲玩家,日常闲聊,内容平台,2026-07-06,0
U100276,回归玩家,连败,社交媒体,2026-08-17,0
U100277,竞技玩家,连败,社交媒体,2026-05-26,0
U100278,新手玩家,攻略查询,朋友推荐,2026-08-26,0
U100279,竞技玩家,日常闲聊,社交媒体,2026-09-12,1
U100280,回归玩家,连败,朋友推荐,2026-07-05,0
U100281,回归玩家,连败,应用商店,2026-06-17,0
U100282,休闲玩家,攻略查询,社交媒体,2026-07-01,0
U100283,回归玩家,卡关,应用商店,2026-06-11,0
U100284,休闲玩家,连败,朋友推荐,2026-09-03,0
U100285,休闲玩家,卡关,朋友推荐,2026-07-19,0
U100286,休闲玩家,连败,应用商店,2026-09-11,1
U100287,休闲玩家,日常闲聊,社交媒体,2026-09-02,0
U100288,回归玩家,上分冲分,朋友推荐,2026-08-05,0
U100289,新手玩家,上分冲分,搜索引擎,2026-07-05,0
U100290,休闲玩家,上分冲分,社交媒体,2026-07-09,0
U100291,新手玩家,攻略查询,应用商店,2026-07-04,0
U100292,竞技玩家,卡关,应用商店,2026-07-27,0
U100293,回归玩家,开黑组队,应用商店,2026-06-05,0
U100294,休闲玩家,上分冲分,社交媒体,2026-08-15,0
U100295,回归玩家,攻略查询,应用商店,2026-06-28,0
U100296,竞技玩家,连败,应用商店,2026-09-08,1
U100297,新手玩家,上分冲分,内容平台,2026-08-17,0
U100298,新手玩家,上分冲分,社交媒体,2026-09-14,1
U100299,休闲玩家,开黑组队,社交媒体,2026-09-09,1
U100300,竞技玩家,卡关,搜索引擎,2026-09-12,1
U100301,竞技玩家,连败,社交媒体,2026-06-19,0
U100302,回归玩家,攻略查询,应用商店,2026-06-30,0
U100303,新手玩家,攻略查询,应用商店,2026-06-21,0
U100304,回归玩家,连败,应用商店,2026-07-14,0
U100305,新手玩家,连败,应用商店,2026-06-12,0
U100306,竞技玩家,卡关,社交媒体,2026-08-31,0
U100307,回归玩家,上分冲分,应用商店,2026-07-30,0
U100308,休闲玩家,上分冲分,朋友推荐,2026-08-14,0
U100309,休闲玩家,攻略查询,搜索引擎,2026-09-22,1
U100310,竞技玩家,开黑组队,社交媒体,2026-09-09,1
U100311,竞技玩家,攻略查询,内容平台,2026-06-08,0
U100312,休闲玩家,攻略查询,内容平台,2026-09-09,1
U100313,新手玩家,连败,社交媒体,2026-08-02,0
U100314,竞技玩家,攻略查询,社交媒体,2026-07-23,0
U100315,休闲玩家,攻略查询,内容平台,2026-05-28,0
U100316,回归玩家,上分冲分,应用商店,2026-06-02,0
U100317,休闲玩家,上分冲分,内容平台,2026-09-19,1
U100318,新手玩家,上分冲分,朋友推荐,2026-08-03,0
U100319,回归玩家,开黑组队,应用商店,2026-06-28,0
U100320,新手玩家,连败,应用商店,2026-08-05,0
U100321,休闲玩家,上分冲分,应用商店,2026-06-11,0
U100322,竞技玩家,日常闲聊,应用商店,2026-08-14,0
U100323,休闲玩家,上分冲分,内容平台,2026-07-22,0
U100324,休闲玩家,上分冲分,内容平台,2026-07-10,0
U100325,回归玩家,上分冲分,应用商店,2026-09-07,0
U100326,竞技玩家,连败,应用商店,2026-08-11,0
U100327,休闲玩家,开黑组队,社交媒体,2026-06-10,0
U100328,休闲玩家,开黑组队,应用商店,2026-09-17,1
U100329,竞技玩家,攻略查询,内容平台,2026-07-10,0
U100330,竞技玩家,上分冲分,应用商店,2026-09-16,1
U100331,回归玩家,开黑组队,应用商店,2026-07-14,0
U100332,竞技玩家,连败,应用商店,2026-06-30,0
U100333,回归玩家,攻略查询,社交媒体,2026-08-21,0
U100334,休闲玩家,连败,应用商店,2026-09-11,1
U100335,竞技玩家,上分冲分,应用商店,2026-05-31,0
U100336,休闲玩家,卡关,社交媒体,2026-08-23,0
U100337,休闲玩家,开黑组队,搜索引擎,2026-07-27,0
U100338,新手玩家,攻略查询,搜索引擎,2026-06-18,0
U100339,新手玩家,攻略查询,社交媒体,2026-07-11,0
U100340,竞技玩家,上分冲分,搜索引擎,2026-08-06,0
U100341,休闲玩家,上分冲分,应用商店,2026-07-03,0
U100342,竞技玩家,日常闲聊,搜索引擎,2026-07-19,0
U100343,竞技玩家,上分冲分,内容平台,2026-08-21,0
U100344,休闲玩家,卡关,社交媒体,2026-06-16,0
U100345,休闲玩家,日常闲聊,应用商店,2026-07-18,0
U100346,竞技玩家,日常闲聊,应用商店,2026-07-27,0
U100347,回归玩家,连败,朋友推荐,2026-07-04,0
U100348,休闲玩家,上分冲分,搜索引擎,2026-05-29,0
U100349,竞技玩家,开黑组队,朋友推荐,2026-06-28,0
U100350,竞技玩家,攻略查询,社交媒体,2026-06-19,0
U100351,竞技玩家,攻略查询,社交媒体,2026-07-05,0
U100352,休闲玩家,上分冲分,应用商店,2026-07-30,0
U100353,新手玩家,开黑组队,应用商店,2026-05-28,0
U100354,休闲玩家,开黑组队,朋友推荐,2026-08-11,0
U100355,回归玩家,连败,朋友推荐,2026-09-03,0
U100356,回归玩家,上分冲分,应用商店,2026-08-30,0
U100357,竞技玩家,上分冲分,内容平台,2026-05-28,0
U100358,新手玩家,连败,社交媒体,2026-07-31,0
U100359,新手玩家,连败,应用商店,2026-08-01,0
U100360,回归玩家,开黑组队,内容平台,2026-09-05,0
U100361,休闲玩家,连败,社交媒体,2026-08-11,0
U100362,新手玩家,开黑组队,应用商店,2026-06-17,0
U100363,新手玩家,日常闲聊,应用商店,2026-09-20,1
U100364,休闲玩家,攻略查询,内容平台,2026-08-21,0
U100365,回归玩家,攻略查询,搜索引擎,2026-08-17,0
U100366,休闲玩家,开黑组队,应用商店,2026-07-18,0
U100367,回归玩家,日常闲聊,内容平台,2026-06-19,0
U100368,休闲玩家,开黑组队,内容平台,2026-09-17,1
U100369,竞技玩家,连败,社交媒体,2026-07-06,0
U100370,竞技玩家,攻略查询,社交媒体,2026-07-01,0
U100371,竞技玩家,上分冲分,内容平台,2026-09-08,1
U100372,竞技玩家,卡关,搜索引擎,2026-06-16,0
U100373,回归玩家,日常闲聊,搜索引擎,2026-09-13,1
U100374,竞技玩家,连败,社交媒体,2026-06-16,0
U100375,休闲玩家,连败,搜索引擎,2026-07-12,0
U100376,竞技玩家,上分冲分,应用商店,2026-07-30,0
U100377,竞技玩家,连败,应用商店,2026-07-10,0
U100378,竞技玩家,卡关,应用商店,2026-09-15,1
U100379,回归玩家,日常闲聊,朋友推荐,2026-07-28,0
U100380,休闲玩家,连败,搜索引擎,2026-08-19,0
U100381,休闲玩家,开黑组队,应用商店,2026-08-31,0
U100382,新手玩家,日常闲聊,应用商店,2026-09-09,1
U100383,休闲玩家,上分冲分,社交媒体,2026-08-21,0
U100384,回归玩家,攻略查询,应用商店,2026-07-21,0
U100385,休闲玩家,上分冲分,社交媒体,2026-08-20,0
U100386,回归玩家,连败,搜索引擎,2026-07-01,0
U100387,休闲玩家,攻略查询,朋友推荐,2026-08-18,0
U100388,回归玩家,攻略查询,搜索引擎,2026-06-12,0
U100389,休闲玩家,日常闲聊,应用商店,2026-05-26,0
U100390,新手玩家,开黑组队,朋友推荐,2026-07-06,0
U100391,竞技玩家,连败,应用商店,2026-07-05,0
U100392,休闲玩家,上分冲分,应用商店,2026-08-16,0
U100393,回归玩家,攻略查询,朋友推荐,2026-06-11,0
U100394,回归玩家,开黑组队,朋友推荐,2026-08-15,0
U100395,竞技玩家,连败,搜索引擎,2026-08-26,0
U100396,新手玩家,上分冲分,朋友推荐,2026-06-13,0
U100397,竞技玩家,开黑组队,朋友推荐,2026-09-17,1
U100398,休闲玩家,日常闲聊,朋友推荐,2026-08-12,0
U100399,休闲玩家,上分冲分,应用商店,2026-08-15,0
U100400,竞技玩家,日常闲聊,社交媒体,2026-08-08,0
U100401,休闲玩家,日常闲聊,应用商店,2026-07-07,0
U100402,休闲玩家,上分冲分,内容平台,2026-08-13,0
U100403,回归玩家,上分冲分,应用商店,2026-06-02,0
U100404,休闲玩家,连败,应用商店,2026-08-16,0
U100405,休闲玩家,上分冲分,搜索引擎,2026-07-07,0
U100406,竞技玩家,攻略查询,朋友推荐,2026-08-29,0
U100407,竞技玩家,上分冲分,搜索引擎,2026-07-19,0
U100408,休闲玩家,连败,应用商店,2026-09-07,0
U100409,回归玩家,上分冲分,内容平台,2026-09-01,0
U100410,休闲玩家,日常闲聊,搜索引擎,2026-09-09,1
U100411,竞技玩家,连败,社交媒体,2026-08-10,0
U100412,竞技玩家,日常闲聊,社交媒体,2026-09-22,1
U100413,休闲玩家,攻略查询,社交媒体,2026-06-25,0
U100414,休闲玩家,卡关,内容平台,2026-08-16,0
U100415,休闲玩家,开黑组队,应用商店,2026-08-15,0
U100416,回归玩家,开黑组队,搜索引擎,2026-06-02,0
U100417,休闲玩家,上分冲分,内容平台,2026-08-13,0
U100418,竞技玩家,开黑组队,应用商店,2026-09-04,0
U100419,竞技玩家,开黑组队,搜索引擎,2026-06-30,0
U100420,竞技玩家,日常闲聊,社交媒体,2026-06-03,0
U100421,竞技玩家,上分冲分,朋友推荐,2026-08-12,0
U100422,回归玩家,上分冲分,应用商店,2026-06-08,0
U100423,竞技玩家,连败,应用商店,2026-08-03,0
U100424,竞技玩家,卡关,应用商店,2026-07-17,0
U100425,竞技玩家,上分冲分,应用商店,2026-07-09,0
U100426,新手玩家,卡关,应用商店,2026-08-09,0
U100427,回归玩家,开黑组队,应用商店,2026-08-24,0
U100428,新手玩家,开黑组队,内容平台,2026-09-04,0
U100429,竞技玩家,上分冲分,内容平台,2026-09-01,0
U100430,休闲玩家,开黑组队,内容平台,2026-08-09,0
U100431,竞技玩家,卡关,应用商店,2026-06-13,0
U100432,回归玩家,攻略查询,朋友推荐,2026-07-13,0
U100433,竞技玩家,上分冲分,朋友推荐,2026-09-05,0
U100434,竞技玩家,开黑组队,应用商店,2026-06-25,0
U100435,回归玩家,攻略查询,应用商店,2026-08-09,0
U100436,回归玩家,日常闲聊,应用商店,2026-09-12,1
U100437,竞技玩家,连败,应用商店,2026-09-04,0
U100438,回归玩家,连败,社交媒体,2026-07-01,0
U100439,竞技玩家,连败,社交媒体,2026-07-31,0
U100440,休闲玩家,攻略查询,搜索引擎,2026-09-14,1
U100441,休闲玩家,卡关,社交媒体,2026-05-30,0
U100442,休闲玩家,日常闲聊,应用商店,2026-08-23,0
U100443,竞技玩家,卡关,朋友推荐,2026-06-30,0
U100444,回归玩家,上分冲分,应用商店,2026-08-02,0
U100445,竞技玩家,日常闲聊,应用商店,2026-07-01,0
U100446,竞技玩家,卡关,搜索引擎,2026-08-06,0
U100447,休闲玩家,攻略查询,社交媒体,2026-08-06,0
U100448,竞技玩家,日常闲聊,应用商店,2026-07-08,0
U100449,竞技玩家,日常闲聊,内容平台,2026-07-05,0
U100450,回归玩家,卡关,社交媒体,2026-07-11,0
U100451,新手玩家,攻略查询,应用商店,2026-08-24,0
U100452,休闲玩家,卡关,应用商店,2026-06-06,0
U100453,休闲玩家,连败,搜索引擎,2026-09-04,0
U100454,休闲玩家,卡关,应用商店,2026-06-22,0
